ID,MIDI,YEAR
"13717,""Pitt-Payne/That Lovin' Lazy Rag.mid"",1910"
"13719,""Pitt-Payne/That Lovin' Rag .mid"",1907"
"13722,""Pitt-Payne/That Lovin' Two-Step Man.mid"",1910"
"13729,""Pitt-Payne/That Mellow Melody.mid"",1912"
"13730,""Pitt-Payne/That Mesmerizing Mendelssohn Tune.mid"",1909"
"13733,""Pitt-Payne/That Minor Strain.mid"",1910"
"13741,""Pitt-Payne/That Mysterious Rag.mid"",1912"
"13745,""Pitt-Payne/That Natural Rag.mid"",1911"
"13746,""Pitt-Payne/That Naughty Melody.mid"",1913"
"13751,""Pitt-Payne/That Nigger Treated Me All Right.mid"",1898"
"13758,""Pitt-Payne/That Opera Rag.mid"",1910"
"13759,""Pitt-Payne/That Operatic Rag.mid"",1912"
"13769,""Pitt-Payne/That Pipe Organ Rag.mid"",1912"
"13770,""Pitt-Payne/That Pleasing Rag.mid"",1911"
"13771,""Pitt-Payne/That Poker Rag.mid"",1909"
"13773,""Pitt-Payne/That Potatoe Bug Rag.mid"",1916"
"13774,""Pitt-Payne/That Pussy Cat Rag.mid"",1912"
"13776,""Pitt-Payne/That Puzzlin' Rag .mid"",1912"
"13787,""Pitt-Payne/That Ragtime Barber Shop.mid"",1912"
"13788,""Pitt-Payne/That Ragtime Dinner-Time Band.mid"",1913"
"13789,""Pitt-Payne/That Ragtime Harmony Strain.mid"",1914"
"13792,""Pitt-Payne/That Ragtime Regimental Band.mid"",1912"
"13795,""Pitt-Payne/That Railroad Rag.mid"",1911"
"13798,""Pitt-Payne/That Red Head Gal.mid"",1923"
"13800,""Pitt-Payne/That Revolutionary Rag.mid"",1919"
"13802,""Pitt-Payne/That Rooster's Walking Rag.mid"",1912"
"13809,""Pitt-Payne/That Saxaphone Rag.mid"",1915"
"13810,""Pitt-Payne/That Scandalous Rag.mid"",1912"
"13812,""Pitt-Payne/That Sentimental Rag.mid"",1913"
"13819,""Pitt-Payne/That Sneaky Snaky Rag.mid"",1912"
"13824,""Pitt-Payne/That Southern Hospitality.mid"",1915"
"13825,""Pitt-Payne/That Spanish Rag.mid"",1909"
"13829,""Pitt-Payne/That Spooney Dance.mid"",1909"
"13834,""Pitt-Payne/That Sundowner Rag.mid"",n/a"
"13837,""Pitt-Payne/That Syncopated Boogie Boo.mid"",1912"
"13843,""Pitt-Payne/That Tantalizing Tango Tune.mid"",1914"
"13845,""Pitt-Payne/That Teasin' Rag .mid"",1909"
"13847,""Pitt-Payne/That Telegraph Rag.mid"",1917"
"13851,""Pitt-Payne/That Ticklin' Rag.mid"",1910"
"13854,""Pitt-Payne/That Tinkling Tango Tune.mid"",1913"
"13856,""Pitt-Payne/That Tired Rag.mid"",1911"
"13857,""Pitt-Payne/That Tom Tom Tag.mid"",1915"
"13858,""Pitt-Payne/That Tomahawk Rag.mid"",1912"
"13863,""Pitt-Payne/That Tuneful Rag.mid"",1911"
"13875,""Pitt-Payne/That Whistling Rag .mid"",1913"
"13877,""Pitt-Payne/That Yodeling Rag.mid"",1910"
"13878,""Pitt-Payne/That Yodlin' Zulu Rag.mid"",1910"
"13888,""Pitt-Payne/That's Gratitude.mid"",1907"
"13897,""Pitt-Payne/That's My Weakness Now.mid"",1928"
"13902,""Pitt-Payne/That's What Makes A Wild Cat Wild.mid"",1918"
"13911,""Pitt-Payne/Thelma Rag.mid"",1905"
"13916,""Pitt-Payne/Then We'll Rag The Keel Row.mid"",n/a"
"13921,""Pitt-Payne/There Ain't No Use To Keep On Hanging Around.mid"",1899"
"13927,""Pitt-Payne/There's A Big Cry Baby In The Moon.mid"",1909"
"13932,""Pitt-Payne/There's A Little Bit Of Bad In Every Good Little Girl.mid"",1916"
"13934,""Pitt-Payne/There's A Lump Of Sugar Down In Dixie.mid"",1918"
"13941,""Pitt-Payne/There's A Trick In Pickin' A Chick-Chick-Chicken.mid"",1927"
"13942,""Pitt-Payne/There's A Wireless Station Down In My Heart.mid"",1913"
"13949,""Pitt-Payne/There's One In A Million Like You.mid"",1912"
"13951,""Pitt-Payne/There's Ragtime In The Air.mid"",1916"
"13953,""Pitt-Payne/There's Something Nice About The South.mid"",1917"
"13956,""Pitt-Payne/They Called It The Dixie Blues.mid"",1919"
"13957,""Pitt-Payne/They Go Wild Simply Wild Over Me.mid"",1917"
"13958,""Pitt-Payne/They Gotta Quit Kickin' My Dawg Aroun'.mid"",1912"
"13960,""Pitt-Payne/They'll Be Mighty Proud In Dixie Of Their Old Black Joe.mid"",1918"
"13962,""Pitt-Payne/They're Wearing 'Em Higher In Hawaii.mid"",1916"
"13979,""Pitt-Payne/This Sporting Life Is Certainly Killing Me.mid"",1899"
"13990,""Pitt-Payne/Those Ragtime Melodies.mid"",1912"
"14002,""Pitt-Payne/Three Leaves Of Shamrock On The Watermelon Vine.mid"",1908"
"14006,""Pitt-Payne/Three Little Words.mid"",1930"
"14059,""Pitt-Payne/Ticklish Sensation.mid"",1914"
"14062,""Pitt-Payne/Tiddle-De-Winks.mid"",1916"
"14064,""Pitt-Payne/Tierney Rag  The .mid"",1913"
"14068,""Pitt-Payne/Tiger Rag.mid"",1917"
"14074,""Pitt-Payne/Till The Swanee River Runs Dry.mid"",1919"
"14085,""Pitt-Payne/Tin Pan Alley Rag.mid"",1950"
"14090,""Pitt-Payne/Tin Roof Blues.mid"",1923"
"14110,""Pitt-Payne/Tishomingo Blues.mid"",1917"
"14133,""Pitt-Payne/Toddle Top Rag.mid"",1921"
"14142,""Pitt-Payne/Tokio Rag.mid"",1912"
"14147,""Pitt-Payne/Tom Boy.mid"",1907"
"14174,""Pitt-Payne/Too Much Ginger.mid"",1913"
"14176,""Pitt-Payne/Too Much Jinger.mid"",1913"
"14184,""Pitt-Payne/Toot, Toot, Tootsie!.mid"",1922"
"14187,""Pitt-Payne/Toots.mid"",1915"
"14192,""Pitt-Payne/Top Liner Rag.mid"",1916"
"14217,""Pitt-Payne/Toute La Nuit.mid"",1914"
"14243,""Pitt-Payne/Trans-mag-ni-fi-can-bam-dam-u-al-i-ty.mid"",1909"
"14299,""Pitt-Payne/Tricks.mid"",1922"
"14307,""Pitt-Payne/Trifler Two-Step.mid"",1905"
"14312,""Pitt-Payne/Trilby Rag.mid"",1915"
"14326,""Pitt-Payne/Trixie Dixie  The.mid"",1907"
"14327,""Pitt-Payne/Trixy.mid"",1904"
"14329,""Pitt-Payne/Trombone Johnsen.mid"",1902"
"14344,""Pitt-Payne/Troubadour Rag.mid"",1919"
"14364,""Pitt-Payne/Try It On Your Piano.mid"",1910"
"14368,""Pitt-Payne/Tuck Me To Sleep In My Old 'Tucky Home.mid"",1921"
"14371,""Pitt-Payne/Tug Boat Joe.mid"",1913"
"14380,""Pitt-Payne/Turkey For Mine.mid"",1905"
"14382,""Pitt-Payne/Turkey In The Straw .mid"",1898"
"14390,""Pitt-Payne/Turkish Towel Rag.mid"",n/a"
"14391,""Pitt-Payne/Turkish Trophies.mid"",1907"
"14452,""Pitt-Payne/Two Merry Tramps.mid"",1901"
"14459,""Pitt-Payne/Two-Key Rag  The.mid"",1916"
"14490,""Pitt-Payne/Uncle Fohley.mid"",1904"
"14495,""Pitt-Payne/Uncle Jerry's New England.mid"",1907"
"14506,""Pitt-Payne/Uncle Rufus' Cake-Walk.mid"",1898"
"14517,""Pitt-Payne/Uncle Tom's Cabin.mid"",1911"
"14516,""Pitt-Payne/Uncle Tom.mid"",1916"
"14527,""Pitt-Payne/Under The Mellow Arabian Moon.mid"",1915"
"14535,""Pitt-Payne/Under the Yum, Yum Tree.mid"",1910"
"14536,""Pitt-Payne/Underneath The Cotton Moon.mid"",1913"
"14538,""Pitt-Payne/Underneath The Dixie Skies.mid"",1922"
"14567,""Pitt-Payne/Until I Fell In Love With You.mid"",1915"
"14609,""Pitt-Payne/Vamp  The.mid"",1919"
"14610,""Pitt-Payne/Vampire  The.mid"",1914"
"14615,""Pitt-Payne/Vanity.mid"",1909"
"14621,""Pitt-Payne/Variety Rag.mid"",1912"
"14625,""Pitt-Payne/Vatican Rag  The.mid"",1965"
"14629,""Pitt-Payne/Veeda, La.mid"",1920"
"14658,""Pitt-Payne/Vienna Rag  The.mid"",1905"
"14729,""Pitt-Payne/Wabash Blues .mid"",1921"
"14736,""Pitt-Payne/Wagneritis.mid"",1921"
"14740,""Pitt-Payne/Waiman Rag  The.mid"",1910"
"14743,""Pitt-Payne/Waitin' For The Evenin' Mail.mid"",1923"
"14755,""Pitt-Payne/Walhalla.mid"",1910"
"14756,""Pitt-Payne/Walk Baby Walk.mid"",1897"
"14765,""Pitt-Payne/Walkin' The Dog .mid"",1916"
"14804,""Pitt-Payne/Wang Wang Blues  The.mid"",1921"
"14809,""Pitt-Payne/War Whoop Rag.mid"",1908"
"14811,""Pitt-Payne/Warm Proposition, A.mid"",1899"
"14813,""Pitt-Payne/Warm Reception, A.mid"",1899"
"14817,""Pitt-Payne/Warmin' Up In Dixie, A.mid"",1899"
"14831,""Pitt-Payne/Washington Waddle  The.mid"",1911"
"14834,""Pitt-Payne/Watch Your Step.mid"",1915"
"14838,""Pitt-Payne/Water Wagon Blues.mid"",1919"
"14847,""Pitt-Payne/Watermelon Club.mid"",1907"
"14854,""Pitt-Payne/Watermelon Trust  The.mid"",1906"
"14862,""Pitt-Payne/Way Down East.mid"",1902"
"14875,""Pitt-Payne/Way Down Yonder In New Orleans.mid"",1922"
"14938,""Pitt-Payne/We're Going to Celebrate The End Of War in Ragtime.mid"",1915"
"14960,""Pitt-Payne/We've Had A Lovely Time, So Long, Good-bye.mid"",1912"
"14893,""Pitt-Payne/Weaving Around.mid"",1913"
"14894,""Pitt-Payne/Webster Grove Rag  The.mid"",1915"
"14904,""Pitt-Payne/Wedding In The Ark  The.mid"",1929"
"14910,""Pitt-Payne/Wedding Of The Painted Doll  The .mid"",1929"
"14914,""Pitt-Payne/Wee Wee Marie.mid"",1918"
"14915,""Pitt-Payne/Weekend Mail Rag.mid"",1954"
"14937,""Pitt-Payne/Wenona.mid"",1903"
"14968,""Pitt-Payne/What Cha Gonna Do When There Aint No Jazz ?.mid"",1920"
"14969,""Pitt-Payne/What D'ye Mean You Lost Yer Dog.mid"",1913"
"14979,""Pitt-Payne/What You Goin' To Do When The Rent Comes 'Round?.mid"",1905"
"14993,""Pitt-Payne/When Alexander Takes His Ragtime Band To France.mid"",1918"
"14995,""Pitt-Payne/When Aunt Dinah's Daughter Hannah Bangs On That Piano.mid"",1918"
"15006,""Pitt-Payne/When I Gets Out In No-Man's Land.mid"",1918"
"15008,""Pitt-Payne/When I Hear That Jazz Band Play.mid"",1917"
"15015,""Pitt-Payne/When I Woke Up This Morning.mid"",1911"
"15020,""Pitt-Payne/When It's Night Time Down In Burgundy.mid"",1914"
"15024,""Pitt-Payne/When Johnson's Quartette Harmonize.mid"",1912"
"15027,""Pitt-Payne/When Miss Patricia Salome.mid"",1907"
"15028,""Pitt-Payne/When Mister Shakespeare Comes to Town.mid"",1901"
"15029,""Pitt-Payne/When Mother Plays A Rag Upon The Sewing Machine.mid"",1912"
"15030,""Pitt-Payne/When My Baby Smiles At Me.mid"",1920"
"15032,""Pitt-Payne/When My Dark Diana Dreams Of Me.mid"",1911"
"15034,""Pitt-Payne/When My Shoes Wear Out From Walking.mid"",1921"
"15035,""Pitt-Payne/When My Sugar Walks Down The Street.mid"",1924"
"15036,""Pitt-Payne/When Old Bill Bailey Plays The Ukalele.mid"",1915"
"15037,""Pitt-Payne/When Paderewski Plays.mid"",1916"
"15039,""Pitt-Payne/When Ragtime Rosie Ragged The Rosary.mid"",1911"
"15044,""Pitt-Payne/When Sousa Comes To Coon-town.mid"",1902"
"15049,""Pitt-Payne/When The Bees Make Honey.mid"",1919"
"15050,""Pitt-Payne/When The Boys From Dixie Eat The Melon On The Rhine.mid"",1918"
"15055,""Pitt-Payne/When The Midnight Choo-Choo Leaves For Alabam'.mid"",1912"
"15061,""Pitt-Payne/When The Steamboats On The Swanee Whistle Rag-Time.mid"",1913"
"15062,""Pitt-Payne/When The Sun Goes Down In Dixie.mid"",1917"
"15066,""Pitt-Payne/When Uncle Joe Plays A Rag On His Old Banjo.mid"",1912"
"15067,""Pitt-Payne/When Verdi Plays The Hurdy Gurdy.mid"",1916"
"15079,""Pitt-Payne/When You Walked Out Someone Else Walked Right In.mid"",1923"
"15082,""Pitt-Payne/When You Wore A Tulip And I Wore A Big Red Rose .mid"",1914"
"15091,""Pitt-Payne/When You're Smiling.mid"",1928"
"15093,""Pitt-Payne/Where Did Robinson Crusoe Go With Friday On Saturday Night?.mid"",1916"
"15098,""Pitt-Payne/Where That Ragtime River Flows.mid"",1912"
"15104,""Pitt-Payne/Where The Ragtime Breezes Blow.mid"",1914"
"15105,""Pitt-Payne/Where The Red, Red Roses Grow.mid"",1913"
"15110,""Pitt-Payne/While The Band Played An American Rag.mid"",1915"
"15113,""Pitt-Payne/Whipped Cream.mid"",1912"
"15118,""Pitt-Payne/Whirl Wind.mid"",1911"
"15154,""Pitt-Payne/White Seal Rag  The.mid"",1907"
"15171,""Pitt-Payne/Who Paid The Rent For Mrs Rip Van Winkle.mid"",1914"
"15175,""Pitt-Payne/Who?.mid"",1925"
"15193,""Pitt-Payne/Why Adam Sinned.mid"",1902"
"15199,""Pitt-Payne/Why Do They All Take The Night Boat To Albany.mid"",1918"
"15219,""Pitt-Payne/Wig-Wag Rag.mid"",n/a"
"15225,""Pitt-Payne/Wild Cherries .mid"",1909"
"15243,""Pitt-Payne/Wild Wild Women  The.mid"",1917"
"15244,""Pitt-Payne/Wild-Fire Rag.mid"",1911"
"15245,""Pitt-Payne/Wildflower.mid"",1908"
"15265,""Pitt-Payne/Wimmin.mid"",1921"
"15277,""Pitt-Payne/Winner  The.mid"",1898"
"15286,""Pitt-Payne/Winter Garden Rag  The.mid"",1912"
"15292,""Pitt-Payne/Wireless Rag.mid"",1909"
"15299,""Pitt-Payne/Wish-Bone  The.mid"",1909"
"15307,""Pitt-Payne/Witch Behind The Moon  The.mid"",1902"
"15315,""Pitt-Payne/With Fire And Sword.mid"",1901"
"15322,""Pitt-Payne/Wolverine Blues.mid"",1923"
"15324,""Pitt-Payne/Woman Gets Tired Of One Man All The Time, A.mid"",1920"
"15332,""Pitt-Payne/Won't You Come Back To Me ?.mid"",1922"
"15334,""Pitt-Payne/Won't You Fondle Me?.mid"",1904"
"15348,""Pitt-Payne/Woozy.mid"",1903"
"15369,""Pitt-Payne/Wrap Me In A Bundle.mid"",1914"
"15386,""Pitt-Payne/X-N-Tric.mid"",1900"
"15393,""Pitt-Payne/Yaa Dum Dee-Yaa Dum Dee.mid"",1919"
"15394,""Pitt-Payne/Yaaka Hula Hickey Dula.mid"",1916"
"15395,""Pitt-Payne/Yaddie Kaddie Kiddie Kaddie Koo.mid"",1916"
"15399,""Pitt-Payne/Yale Blues.mid"",1927"
"15406,""Pitt-Payne/Yankee Bird.mid"",1910"
"15409,""Pitt-Payne/Yankee Doodle Blues  The.mid"",1922"
"15410,""Pitt-Payne/Yankee Doodle Rag  The.mid"",1911"
"15414,""Pitt-Payne/Yankee Hustler  The.mid"",1902"
"15448,""Pitt-Payne/Yiddisha Rag  The .mid"",1909"
"15450,""Pitt-Payne/Yiddle On Your Fiddle Play Some Ragtime.mid"",1909"
"15462,""Pitt-Payne/Yo-San.mid"",1904"
"15460,""Pitt-Payne/Yoo-Hoo.mid"",1921"
"15466,""Pitt-Payne/You Aint No Actor.mid"",1902"
"15476,""Pitt-Payne/You Can Have It I Don't Want It.mid"",1917"
"15480,""Pitt-Payne/You Can't Expect Kisses From Me.mid"",1911"
"15483,""Pitt-Payne/You Can't Get Away From It.mid"",1913"
"15489,""Pitt-Payne/You Can't Shake That Shimmie Here.mid"",1919"
"15477,""Pitt-Payne/You Cannot Make Your Shimmy Shake On Tea.mid"",1919"
"15497,""Pitt-Payne/You Go In Mister Friend Of Mine, I'll Stay Out Here.mid"",1910"
"15498,""Pitt-Payne/You Got To Play Rag Time.mid"",1899"
"15500,""Pitt-Payne/You Great Big Wonderful Baby.mid"",1915"
"15501,""Pitt-Payne/You Know What I Mean.mid"",1919"
"15503,""Pitt-Payne/You Look Better Goin' Then You Do A-Comin'.mid"",1914"
"15505,""Pitt-Payne/You May Go But This Will Bring You Back.mid"",1897"
"15514,""Pitt-Payne/You Said A-Plenty.mid"",1900"
"15524,""Pitt-Payne/You Were Meant For Me.mid"",1922"
"15525,""Pitt-Payne/You Were Never Introduced To Me.mid"",1902"
"15527,""Pitt-Payne/You'd Be Surprised.mid"",1920"
"15545,""Pitt-Payne/You're A Grand Old Rag.mid"",1906"
"15553,""Pitt-Payne/You're Driving Me Crazy.mid"",1930"
"15554,""Pitt-Payne/You're Gwine To Get Somethin' What You Don't Expect.mid"",1910"
"15555,""Pitt-Payne/You're Here and I'm Here.mid"",1914"
"15559,""Pitt-Payne/You're My Baby.mid"",1912"
"15563,""Pitt-Payne/You're Talking Rag Time.mid"",1899"
"15579,""Pitt-Payne/You've Got To Sing In Rag Time.mid"",1911"
"15580,""Pitt-Payne/You've Got Your Mother's Big Blue Eyes.mid"",1913"
"15541,""Pitt-Payne/Your Great Big Baby Smile.mid"",1916"
"15584,""Pitt-Payne/Yumuri.mid"",1903"
"15590,""Pitt-Payne/Zamparite.mid"",1912"
"15603,""Pitt-Payne/Zeppelin Rag  The.mid"",1910"
"15617,""Pitt-Payne/Zizzy, Ze Zum, Zum.mid"",1898"
"15624,""Pitt-Payne/Zulu Love Song.mid"",1909"
"1693,""Ranalli/Cakeless Cake Walk, A.mid"",1900"
"2264,""Ranalli/Classical Spasm, A.mid"",1917"
"9917,""Ranalli/Piano Breakdown.mid"",1930"
"13598,""Ranalli/That Bull Frog Rag.mid"",1917"
"7359,""Cowles/Lazy Luke.mid"",1905"
"13827,""Cowles/That Sparkling Rag.mid"",1911"
"14494,""Cowles/Uncle Jasper's Jubilee.mid"",1898"
"198,""Watanabe/Alabama Dream.mid"",1899"
"2044,""Watanabe/Chatterbox Rag.mid"",1910"
"4992,""Watanabe/Grace And Beauty.mid"",1909"
"5129,""Watanabe/Ham And !.mid"",1908"
"6404,""Watanabe/Ink Splotch Rag.mid"",1909"
"6992,""Watanabe/Kansas City Rag.mid"",1907"
"7136,""Watanabe/Kinklets.mid"",1906"
"7655,""Watanabe/Lost Lady Rag.mid"",n/a"
"7947,""Watanabe/Mandy's Broadway Stroll.mid"",1898"
"9445,""Watanabe/On The Pike.mid"",1904"
"10810,""Watanabe/Ragtime Betty  The.mid"",1909"
"12890,""Watanabe/Stinging Bee  The.mid"",1907"
"12947,""Watanabe/Strenuous Life  The.mid"",1902"
"13718,""Watanabe/That Lovin' Rag.mid"",1908"
"14019,""Watanabe/Thriller!  The.mid"",1909"
"15160,""Watanabe/Whittling Remus.mid"",1900"
"395,""Misc Sequencers S-Z excl unks/Angel Cake.mid"",2000"
"895,""Misc Sequencers S-Z excl unks/Beer And Pretzels.mid"",1998"
"1076,""Misc Sequencers S-Z excl unks/Black Cherry Rag.mid"",1980"
"1938,""Misc Sequencers S-Z excl unks/Catch The Unicorn.mid"",2000"
"3505,""Misc Sequencers S-Z excl unks/Down A Country Road.mid"",2000"
"3741,""Misc Sequencers S-Z excl unks/Eclipse Rag.mid"",1999"
"3802,""Misc Sequencers S-Z excl unks/Elisabeth.mid"",1980"
"4123,""Misc Sequencers S-Z excl unks/Fezzik's Rag.mid"",n/a"
"4285,""Misc Sequencers S-Z excl unks/Flower Garden Rag.mid"",1997"
"4409,""Misc Sequencers S-Z excl unks/Foxy Lady.mid"",2001"
"5149,""Misc Sequencers S-Z excl unks/Hangin' On.mid"",1997"
"5350,""Misc Sequencers S-Z excl unks/Helen Rag.mid"",1996"
"5493,""Misc Sequencers S-Z excl unks/Hodge Podge.mid"",1997"
"5626,""Misc Sequencers S-Z excl unks/Hooray Rag.mid"",1997"
"6363,""Misc Sequencers S-Z excl unks/In The Pink.mid"",1996"
"6887,""Misc Sequencers S-Z excl unks/Jumping Bean  The.mid"",2000"
"7745,""Misc Sequencers S-Z excl unks/Lucky Gambler  The.mid"",2002"
"7738,""Misc Sequencers S-Z excl unks/Lucky.mid"",1999"
"7837,""Misc Sequencers S-Z excl unks/Magic Show  The.mid"",2002"
"8342,""Misc Sequencers S-Z excl unks/Missing Note Rag.mid"",1996"
"8468,""Misc Sequencers S-Z excl unks/Mongolian Kangaroo.mid"",2003"
"8625,""Misc Sequencers S-Z excl unks/Much To Do.mid"",1998"
"8849,""Misc Sequencers S-Z excl unks/Narrow Road Rag.mid"",2001"
"8921,""Misc Sequencers S-Z excl unks/New Ditty Rag  The.mid"",1996"
"9324,""Misc Sequencers S-Z excl unks/Old Ditty Rag  The.mid"",1996"
"9333,""Misc Sequencers S-Z excl unks/Old Hat Rag.mid"",1999"
"9511,""Misc Sequencers S-Z excl unks/Opaque Rag.mid"",1996"
"9606,""Misc Sequencers S-Z excl unks/P.C. Rag.mid"",1996"
"9744,""Misc Sequencers S-Z excl unks/Patches.mid"",2000"
"9853,""Misc Sequencers S-Z excl unks/Perfect Picture Rag.mid"",1996"
"10022,""Misc Sequencers S-Z excl unks/Piebald's 1st Rag.mid"",1997"
"10049,""Misc Sequencers S-Z excl unks/Pine Cone Rag.mid"",2001"
"10065,""Misc Sequencers S-Z excl unks/Pinocle.mid"",1996"
"10814,""Misc Sequencers S-Z excl unks/Ragtime Annie.mid"",1929"
"10842,""Misc Sequencers S-Z excl unks/Ragtime Cockateil  The.mid"",n/a"
"11268,""Misc Sequencers S-Z excl unks/Red Bandana.mid"",2000"
"11481,""Misc Sequencers S-Z excl unks/Rippling Streams.mid"",1996"
"11540,""Misc Sequencers S-Z excl unks/Rocking Horse  The.mid"",2002"
"11891,""Misc Sequencers S-Z excl unks/Sax-O-Phun.mid"",1924"
"12409,""Misc Sequencers S-Z excl unks/Smoked Glass.mid"",1996"
"12503,""Misc Sequencers S-Z excl unks/Solitaire.mid"",1996"
"12717,""Misc Sequencers S-Z excl unks/Spiral Staircase.mid"",2001"
"13061,""Misc Sequencers S-Z excl unks/Sumthin' Else.mid"",1997"
"13506,""Misc Sequencers S-Z excl unks/Tempus Fugit.mid"",2002"
"14061,""Misc Sequencers S-Z excl unks/Ticklish Tom.mid"",2005"
"14099,""Misc Sequencers S-Z excl unks/Tiny Toddlers.mid"",1999"
"14441,""Misc Sequencers S-Z excl unks/Twisted Belt.mid"",2007"
"14957,""Misc Sequencers S-Z excl unks/Westphalia Street Rag.mid"",2000"
"14990,""Misc Sequencers S-Z excl unks/Wheeling On.mid"",1998"
"15232,""Misc Sequencers S-Z excl unks/Wild Horse Galop  The.mid"",2000"
"15360,""Misc Sequencers S-Z excl unks/Worn Out Rag  The.mid"",2000"
"4130,""Schwartz/Fiddle-Faddle.mid"",1947"
"10360,""Schwartz/Puffing Billy Rag.mid"",2000"
"12384,""Schwartz/Smart Alec.mid"",1933"
"538,""Intartaglia & ex Intartaglia/Asiko Rag.mid"",2000"
"1297,""Intartaglia & ex Intartaglia/Boldness.mid"",2001"
"2200,""Intartaglia & ex Intartaglia/Christmas Rag.mid"",1992"
"3174,""Intartaglia & ex Intartaglia/Derby, Le.mid"",n/a"
"5370,""Intartaglia & ex Intartaglia/Hemlock Leaf Rag.mid"",2000"
"10968,""Intartaglia & ex Intartaglia/Ragtime Parade.mid"",1919"
"13833,""Intartaglia & ex Intartaglia/That Strange Rag.mid"",1998"
"14725,""Intartaglia & ex Intartaglia/Vrai Cake-Walk, Le.mid"",1906"
"14903,""Intartaglia & ex Intartaglia/Wedding In Porto-Novo.mid"",2000"
"242,""Misc Sequencers F-L/Albany.mid"",1904"
"341,""Misc Sequencers F-L/Amateur Rag  The.mid"",2000"
"1300,""Misc Sequencers F-L/Bollrag.mid"",1997"
"1368,""Misc Sequencers F-L/Bowler Hat Rag.mid"",2006"
"1481,""Misc Sequencers F-L/Brown-Skin Baby Mine.mid"",1902"
"1992,""Misc Sequencers F-L/Chaddy-Pat.mid"",1988"
"3472,""Misc Sequencers F-L/Don't You Never Take No Ten Cent Drink On Me.mid"",1901"
"3518,""Misc Sequencers F-L/Down De Lover's Lane.mid"",1900"
"5689,""Misc Sequencers F-L/Hot Old Time In Dixie, A.mid"",1904"
"5859,""Misc Sequencers F-L/I Ain't Seen No Messenger Boy.mid"",1899"
"5904,""Misc Sequencers F-L/I Don't Want No Jonah Hangin' Round.mid"",1899"
"5929,""Misc Sequencers F-L/I Hates To Get Up Early In The Morn.mid"",1901"
"5956,""Misc Sequencers F-L/I Love It.mid"",1910"
"6016,""Misc Sequencers F-L/I Want Somebody To Love.mid"",1905"
"6840,""Misc Sequencers F-L/Jordan's Rag.mid"",2006"
"7218,""Misc Sequencers F-L/Kreole.mid"",1978"
"8709,""Misc Sequencers F-L/My Dixie Land Daisy.mid"",1903"
"8951,""Misc Sequencers F-L/New Orleans Joys.mid"",1925"
"9194,""Misc Sequencers F-L/Odeon.mid"",1910"
"9212,""Misc Sequencers F-L/Oh Oh Miss Caroline.mid"",1901"
"9287,""Misc Sequencers F-L/Oh  You Million Dollar Doll.mid"",1913"
"9475,""Misc Sequencers F-L/One For The Road.mid"",1983"
"11254,""Misc Sequencers F-L/Rebellious Rag.mid"",2006"
"11392,""Misc Sequencers F-L/Retrospective Rag.mid"",2000"
"11646,""Misc Sequencers F-L/Royal Oak Rag.mid"",2006"
"11676,""Misc Sequencers F-L/Rufe Johnson's Ragtime Harmony Band.mid"",1914"
"11727,""Misc Sequencers F-L/Ry Guyr's Rag.mid"",n/a"
"14103,""Misc Sequencers F-L/Tipperary Blues.mid"",1915"
"14351,""Misc Sequencers F-L/Troublesome Ivories.mid"",n/a"
"14843,""Misc Sequencers F-L/Waterloo Girls.mid"",1980"
"15482,""Misc Sequencers F-L/You Can't Fool Me No More.mid"",1900"
"15486,""Misc Sequencers F-L/You Can't Join This Show.mid"",1902"
"967,""ex Mathew/Bev's Washboard Band Rag.mid"",2002"
"1124,""ex Mathew/Black Wattle.mid"",1975"
"1703,""ex Mathew/Cakewalk Dance  The.mid"",1899"
"1795,""ex Mathew/Candy Bars.mid"",2003"
"1831,""ex Mathew/Cappacino Rag.mid"",1998"
"2199,""ex Mathew/Christmas Bells Rag.mid"",2001"
"2910,""ex Mathew/Dallas Rag.mid"",1927"
"4008,""ex Mathew/Extravagance.mid"",1999"
"4311,""ex Mathew/Flying Horse Rag  The.mid"",1998"
"4474,""ex Mathew/Friends Forever.mid"",1999"
"4575,""ex Mathew/Furry Lisa Rag.mid"",1972"
"4674,""ex Mathew/GentleMan The.mid"",1999"
"4888,""ex Mathew/Golden Laurel.mid"",2000"
"6378,""ex Mathew/Indecision.mid"",2003"
"6647,""ex Mathew/Jan '07.mid"",2007"
"6714,""ex Mathew/Jedda.mid"",2001"
"6810,""ex Mathew/Jolly Coon  The.mid"",1899"
"6944,""ex Mathew/Just Happy.mid"",2000"
"7220,""ex Mathew/Kristin.mid"",1977"
"7472,""ex Mathew/Lilly Pilly  The.mid"",2001"
"7635,""ex Mathew/Looking Forward.mid"",2003"
"8298,""ex Mathew/Minor Stomp.mid"",2001"
"8338,""ex Mathew/Missie's Rag.mid"",n/a"
"9590,""ex Mathew/Over The Ocean.mid"",2002"
"10100,""ex Mathew/Plantation Pastimes.mid"",1900"
"11111,""ex Mathew/Rajah  The.mid"",1902"
"11258,""ex Mathew/Reckless Rag.mid"",2006"
"11579,""ex Mathew/Ron-Doe Rag.mid"",1977"
"11652,""ex Mathew/Rozelle Stomp.mid"",n/a"
"11678,""ex Mathew/Rug Rag.mid"",1996"
"11702,""ex Mathew/Running Cats.mid"",1999"
"12037,""ex Mathew/Service Rag.mid"",1919"
"12215,""ex Mathew/Silver Leaves.mid"",2000"
